tip_b,root_b,span_b,sweep_b,body_length_b,tip_s,root_s,span_s,sweep_s,body_length_s,body_diameter_bs,mach_number,power_on_bs,power_off_bs,power_on_s,power_off_s
15.09917493,22.02083507,17.50220852,5.98216518,101.8855738,17.26977248,9.093091091,10.36036336,3.507208934,13.57113093,98.72281023,7.659804984,,,,
3.639636636,11.50570881,3.973331111,4.155346279,106.615968,13.50145845,15.20368364,17.80848404,19.88240687,12.93607801,126.6788899,4.142845237,,,,
1.061755146,3.72456038,11.69764147,11.24760397,147.9519127,2.393032753,1.619134928,7.322610218,11.49362447,4.843736978,83.19776648,9.522460205,,,,
14.35019585,18.57129761,6.855071256,5.165430453,150.2896075,18.58688224,18.10300858,23.76023002,12.89624135,9.214101175,162.3356113,7.250604217,,,,
2.496374698,27.43028586,5.664972081,4.768730728,145.1191766,11.98933244,9.899074923,10.54037836,14.1543462,6.222185182,71.89432453,7.187265605,,,,
4.138428202,7.504875406,9.639053254,3.80531711,116.5030419,16.69372448,2.950829236,6.494541212,10.00458372,3.331944329,184.3374448,4.12284357,,,,
2.087840653,22.93216101,19.65005417,5.882156846,112.1439287,18.00483374,9.633052754,25.45462122,13.54229519,1.045087091,126.6651388,6.095507959,,,,
9.474706226,9.827068922,15.78081507,10.95591299,180.4046171,16.52571048,7.924493708,21.05325444,14.55954663,1.906825569,114.151596,7.953162764,,,,
10.88240687,5.225435453,13.28302359,4.973747812,164.384532,17.67330611,12.34552879,8.785232103,11.18193183,11.01591799,181.3121927,4.105342112,,,,
19.37611468,21.17026419,18.52654388,12.26102175,186.152596,6.393866156,12.62105175,13.87740645,19.66138845,12.49937495,151.472206,0.010000833,,,,
15.26543879,17.48445704,9.58379865,17.99983332,83.41778482,6.675889657,8.117676473,15.12401033,14.6275523,15.26460538,36.3476123,4.66455538,,,,
1.207433953,19.42636886,7.373614468,3.923660305,84.90290858,4.017668139,15.49662472,18.56679723,9.204100342,2.376864739,89.13826152,4.076173014,,,,
7.588799067,17.54746229,16.6223852,4.778731561,104.168264,3.49412451,12.07792316,28.74664555,13.41053421,13.20943412,103.7694808,3.575297941,,,,
9.642553546,21.35927994,15.74539545,10.44753729,133.3481957,13.91099258,11.06925577,15.17126427,15.04975415,1.618468206,199.4224519,3.166930578,,,,
6.858821568,19.16309692,12.61288441,3.095257938,105.6671389,3.534627886,5.422618552,29.74572881,19.12867739,13.93782815,96.72889407,4.883740312,,,,
11.93857821,10.43236936,10.49479123,5.975497958,96.2888574,15.32561047,4.779731644,14.60196683,18.38486541,3.540295025,129.4703725,1.795149596,,,,
2.657888157,29.43070256,6.061671806,4.088674056,170.6688057,3.366613884,2.870072506,13.02008501,10.831986,13.09942495,41.2567714,4.313692808,,,,
11.39386616,23.51270939,6.699224935,15.08459038,65.81631803,18.04533711,6.269772481,18.34852904,5.810900908,7.273939495,191.24052,8.903241937,,,,
8.907825652,24.55904659,13.99424952,15.67963997,175.2479373,9.512626052,19.03091924,11.63171931,11.25985499,12.55771314,177.4481207,4.610384199,,,,
2.88907409,28.81640137,10.27660638,7.83231936,72.16934745,16.94874573,14.18551546,19.75714643,12.71347612,3.405283774,194.5132928,7.724810401,,,,
18.13151096,18.13926161,18.53646137,14.47287274,163.5457121,12.10784232,9.360696725,26.38169847,3.92516043,2.988582382,63.03858655,9.672472706,,,,
9.289440787,5.403200267,14.80606717,11.76098008,168.1660972,9.467622302,7.175514626,20.61896825,4.565547129,11.5859655,138.463622,5.324610384,,,,
18.85832153,18.59829986,11.21593466,12.9927494,159.6266356,2.375031253,17.28435703,27.78131511,17.66372198,19.52662722,120.0783399,2.449370781,,,,
11.59179932,5.547212268,7.367947329,12.61771814,52.3951996,14.85757146,19.30327527,15.83731978,5.475122927,3.351945995,140.6500542,2.879406617,,,,
11.10092508,27.22101842,7.753312776,12.74106176,63.10734228,7.82948579,9.576048004,25.17784815,13.25893824,4.723726977,76.12967747,4.538711559,,,,
6.208017335,4.230852571,14.85848821,19.15826319,63.8911576,10.54771231,12.99791649,18.62530211,16.47220602,4.915409617,102.3118593,4.225352113,,,,
2.884323694,29.84923744,17.80681723,2.310192516,63.16234686,11.00225019,15.09442454,14.10467539,5.664972081,9.424118677,46.55096258,6.409700808,,,,
6.713142762,25.49737478,14.11467622,4.750395866,79.47120593,16.31569297,10.56888074,5.157929827,11.54037836,19.32827736,159.0353363,1.971830986,,,,
8.233269439,4.09584132,12.48254021,18.12984415,82.79898325,6.459871656,10.72247687,11.21543462,16.60113343,14.08450704,177.5993833,5.247937328,,,,
12.10642554,9.766313859,19.47862322,13.19276606,42.9344112,4.529210768,5.642720227,24.26202184,19.07483957,0.790065839,174.4228686,7.778148179,,,,
6.679889991,27.7655638,3.005667139,7.602300192,103.0956746,8.329027419,18.26452204,22.06133844,8.388032336,19.18493208,76.54221185,8.327360613,,,,
6.721060088,7.480123344,13.82423535,19.99499958,157.2476873,17.12126011,10.69872489,12.81981832,9.875656305,13.87948996,125.0425035,5.608800733,,,,
17.96841403,22.83765314,12.33377781,1.16176348,78.61863489,14.72256021,16.38494875,13.83915326,9.269272439,7.645637136,160.6442204,2.456871406,,,,
14.64472039,20.05192099,12.76448037,6.333861155,121.315943,2.541545129,15.05167097,17.4012001,6.611384282,11.52929411,159.9704142,0.475872989,,,,
5.299108259,29.63096925,17.00916743,15.20460038,107.3172764,12.68989082,16.98033169,27.14451204,18.98133178,8.414034503,101.0055005,8.989082424,,,,
17.09592466,25.32186016,11.0175848,16.12301025,197.1810151,7.880490041,10.12709392,21.00150013,14.36828069,14.88624052,72.96691391,2.072672723,,,,
17.03100258,13.80990083,5.051504292,14.24618718,84.71039253,10.93324444,16.78556546,7.131344279,9.127593966,10.5392116,59.20201683,9.641636803,,,,
12.08109009,12.61955163,3.857154763,19.26827236,35.39878323,10.59271606,12.51495958,13.25185432,15.86865572,8.017334778,99.23160263,8.051504292,,,,
11.40811734,17.4192016,19.67413951,1.178431536,132.4543712,10.28669056,14.82998583,16.80040003,14.40795066,13.45278773,101.5005417,8.749062422,,,,
17.84807067,27.23451954,19.87107259,11.92599383,133.6369697,2.02700225,18.48937411,5.016168014,19.95891324,18.37653138,151.7059755,9.592466039,,,,
9.507958997,13.9224102,10.12076006,4.483706976,183.31986,16.16868072,1.90415868,7.734394533,5.419868322,5.773814485,155.1162597,5.506292191,,,,
18.91690974,28.74439537,9.13467789,14.35286274,105.0483374,15.21010084,18.18376531,27.20526711,7.52096008,15.3896158,173.8728227,2.196016335,,,,
12.36453038,11.19293274,13.67547296,3.2036003,112.2126844,16.67272273,15.25910493,23.11217601,16.04008667,7.183931994,173.5977998,5.004583715,,,,
15.19259938,21.35252938,15.72839403,16.69472456,123.7911493,13.08742395,14.06675556,24.7548129,8.637386449,16.57471456,62.99733311,0.316693058,,,,
3.155096258,28.73539462,7.349529127,10.85257105,162.2531044,19.975998,13.49829152,8.429702475,11.84640387,12.20268356,176.7193099,3.956996416,,,,
14.73022752,14.2284357,9.085090424,4.685390449,75.6896408,6.038336528,6.31727644,4.233102759,15.95507959,6.115509626,125.8813234,0.270855905,,,,
5.668055671,3.301525127,16.47503959,7.228935745,168.0423369,12.9224102,14.10475873,15.53129427,4.752562714,14.55287941,61.26468872,1.072589382,,,,
12.67172264,9.818068172,18.05050421,19.83331944,70.64297025,3.957663139,11.91799317,7.246103842,15.73689474,11.68264022,136.2496875,3.281940162,,,,
15.27652304,20.47720643,11.53612801,3.213601133,161.8130678,8.41603467,14.40086674,12.98633219,18.03491958,0.466705559,70.76673056,9.579131594,,,,
7.145428786,6.301025085,7.083173598,2.268522377,139.8524877,18.76839737,1.663471956,23.76698058,14.89957496,0.611717643,73.46195516,9.879989999,,,,
8.207933994,4.442370198,18.02075173,5.39211601,87.40561713,8.575047921,18.33894491,28.06933911,8.617551463,7.768980748,142.4102009,6.218018168,,,,
18.21860155,21.61580132,4.673222769,0.66172181,158.9528294,4.14967914,7.922910243,5.985998833,8.746478873,14.60288357,58.87198933,5.776314693,,,,
18.23601967,14.78198183,10.57129761,6.772231019,116.1180098,3.459621635,8.252271023,14.61546796,9.913909492,19.56829736,124.4649554,8.617384782,,,,
13.27818985,19.0055838,12.63413618,2.690224185,89.17951496,12.43786982,14.29952496,4.509875823,19.88665722,12.17268106,184.543712,6.799733311,,,,
14.5259605,5.605717143,11.34486207,13.51445954,171.0538378,17.59379948,3.771064255,23.18418202,15.46912243,15.89299108,74.41078423,1.463455288,,,,
18.62555213,18.56904742,11.71747646,8.080673389,101.3217768,16.78073173,11.80873406,10.89140762,4.173097758,10.75756313,127.8752396,4.005333778,,,,
17.45853821,10.26810568,6.269939162,18.15651304,83.12901075,12.4663722,13.99233269,15.90257521,8.274689557,8.437369781,121.1784315,6.417201433,,,,
9.44620385,15.30177515,5.843486957,6.208850738,79.56746396,12.9524127,7.538128177,6.683556963,13.11300942,14.76623052,108.5823819,1.570964247,,,,
12.37561463,29.07292274,19.15984665,10.66922244,157.9627469,19.95049587,16.39128261,11.23568631,8.487207267,8.927410618,183.5948829,4.50287524,,,,
12.7556463,11.975998,18.79431619,2.075172931,66.10509209,6.596383032,15.5615468,6.811817651,9.668805734,0.478373198,54.45787149,0.918409867,,,,
17.60738395,26.95099592,8.315776315,19.75831319,103.3019418,7.755979665,18.25027086,23.46770564,8.165597133,0.540045004,75.74464539,5.232102675,,,,
6.931660972,26.0531711,10.79939995,0.920076673,38.79531628,5.54179515,2.060921743,18.31477623,19.85265439,18.25152096,192.175598,2.745228769,,,,
10.05267106,15.78556546,15.36569714,19.11325944,168.716143,18.84640387,16.22026836,7.858154846,3.361280107,13.46945579,89.92207684,0.843403617,,,,
6.393282774,25.24310359,18.62146846,14.33952829,41.31177598,16.39969997,2.445703809,12.39903325,6.150929244,6.368864072,148.0069172,6.758896575,,,,
18.4307859,8.310442537,19.51687641,6.818901575,45.09334111,9.941661805,8.576881407,9.181265105,8.957579798,6.36219685,180.67964,7.825652138,,,,
8.345695475,6.274022835,10.92124344,6.228852404,50.70380865,16.47170598,2.767147262,6.22451871,10.93966164,10.55087924,89.89457455,4.602883574,,,,
6.130427536,18.01100092,3.708392366,3.806983915,93.02983582,16.57071423,18.18218185,14.46695558,18.7008084,4.600383365,130.4192016,1.95516293,,,,
17.67388949,6.359529961,14.30169181,19.90332528,93.63488624,3.299108259,18.86940578,28.04908742,11.29810818,10.35252938,179.648304,3.699474956,,,,
16.2408534,4.550379198,19.52254355,15.82798567,190.4704559,19.10742562,19.19559963,4.725893824,18.8028169,11.22093508,172.580215,8.792399367,,,,
8.782731894,25.42761897,11.23718643,17.22976915,47.27977331,3.840653388,1.995999667,29.42170181,11.42986916,15.55296275,181.7247271,7.313109426,,,,
14.91865989,29.77273106,11.99941662,18.40986749,179.552046,19.20343362,14.17759813,18.5195433,10.89999167,19.17826486,100.6479707,7.873989499,,,,
14.32486041,7.378864905,8.978831569,11.97933161,187.3626969,2.744062005,7.235686307,13.96516376,15.43086924,1.956829736,150.0145845,1.96099675,,,,
12.66538878,29.09992499,6.203350279,3.973664472,73.06317193,12.63288607,15.71989332,24.79981665,19.05500458,8.654054505,116.2005167,7.497291441,,,,
17.627969,12.16051338,5.1435953,9.75747979,142.3689474,4.016168014,11.30202517,23.87948996,3.653137761,0.001666806,39.13909492,1.864322027,,,,
2.860571714,3.261021752,17.67930661,15.38128177,115.9254938,15.47862322,14.09367447,17.2751896,15.95649637,8.412367697,100.4279523,0.47003917,,,,
1.004750396,14.47595633,3.022668556,11.12092674,168.6473873,10.34669556,16.95657971,28.95816318,12.20343362,3.616968081,159.8191516,4.183681973,,,,
11.46195516,24.12026002,8.491457621,10.61255105,77.216018,6.213851154,13.43653638,6.472039337,18.69514126,1.290107509,150.7983999,2.857738145,,,,
17.16401367,4.491874323,18.33669472,2.840236686,79.70497541,5.235769647,1.380031669,25.37811484,19.99149929,5.465455455,136.5522127,6.166347196,,,,
13.62338528,15.24777065,3.97616468,3.051920993,110.9200767,12.05983832,4.613467789,8.431952663,5.147845654,7.433952829,104.8558213,6.572214351,,,,
19.48854071,7.786148846,12.3536128,10.66422202,79.62246854,4.005667139,2.645220435,28.67913993,5.03591966,9.604133678,174.2028502,8.80823402,,,,
8.64972081,27.93207767,6.138178182,19.59496625,74.20451704,11.47478957,4.629302442,20.37369781,11.65938828,2.296858072,111.8139012,7.860655055,,,,
10.7303942,19.2756063,19.52821068,16.70972581,124.7262272,15.14859572,13.78173181,10.77214768,9.579548296,16.24635386,182.7010584,6.462205184,,,,
18.88049004,14.66947246,18.26160513,7.268939078,60.02708559,17.25777148,14.2931911,7.777148096,17.53762814,0.501708476,104.4432869,5.825485457,,,,
5.037836486,16.55512959,12.09575798,3.121926827,115.2929411,3.46112176,2.431452621,5.677723144,18.8864072,3.768647387,105.9696641,3.751979332,,,,
9.941828486,29.675973,3.052421035,15.40628386,191.5430453,15.88965747,19.65480457,9.755062922,19.07342279,3.838653221,70.27168931,3.343611968,,,,
4.296774731,20.43895325,7.074672889,10.84090341,156.4776231,7.203933661,9.384448704,10.72489374,18.79289941,8.992416035,81.89140762,8.204017001,,,,
8.863488624,5.308692391,10.94674556,15.76798067,155.0612551,8.959079923,15.87348946,4.791149262,12.40461705,7.39228269,105.0758397,2.187682307,,,,
18.2027669,18.65905492,19.7676473,10.32252688,159.9841653,16.5332111,9.196016335,25.11709309,3.427868989,11.29094091,42.98941578,4.086173848,,,,
17.36986416,27.00500042,12.93166097,18.90657555,101.9268272,15.80265022,19.53287774,28.81640137,18.54496208,9.33244437,105.7908992,4.742061838,,,,
17.35719643,16.83640303,6.566047171,8.762396866,53.27527294,8.857071423,4.34744562,19.83815318,19.56788066,13.60780065,155.1300108,1.978498208,,,,
3.096508042,17.11092591,8.535377948,16.79806651,39.4003667,15.22960247,5.189849154,25.69989166,5.963913659,11.1075923,159.5166264,6.593049421,,,,
16.99616635,6.546295525,7.372197683,4.36536378,63.68489041,2.357029752,13.34627886,3.792066006,4.034252854,18.42986916,197.9785815,0.791732644,,,,
7.384532044,11.11642637,15.01150096,15.20126677,83.51404284,12.31485957,10.27118927,21.95557963,10.56138012,2.430202517,55.03541962,5.537128094,,,,
13.68989082,17.72297691,15.35861322,1.901825152,67.10892574,11.71630969,6.679889991,10.83515293,6.563213601,15.07458955,151.4172014,6.611384282,,,,
18.23126927,26.06217185,10.04708726,0.160013334,94.48745729,8.617051421,8.665555463,10.73614468,19.77048087,15.85298775,77.07850654,3.080256688,,,,
